headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1|metadata.mods.note.2|metadata.mods.note.3|metadata.mods.note.4|metadata.mods.note.5|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.originInfopublisher|metadata.mods.physicalDescription.0note|metadata.mods.physicalDescription.1internetMediaType|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.relatedItem.titleInfotitle|metadata.mods.subject.0geographic|metadata.mods.subject.10topic|metadata.mods.subject.11topic|metadata.mods.subject.12topic|metadata.mods.subject.13topic|metadata.mods.subject.14topic|metadata.mods.subject.15topic|metadata.mods.subject.16topic|metadata.mods.subject.17topic|metadata.mods.subject.18topic|metadata.mods.subject.19topic|metadata.mods.subject.1geographic|metadata.mods.subject.20topic|metadata.mods.subject.21topic|metadata.mods.subject.22topic|metadata.mods.subject.23topic|metadata.mods.subject.24topic|metadata.mods.subject.25topic|metadata.mods.subject.26topic|metadata.mods.subject.27topic|metadata.mods.subject.28topic|metadata.mods.subject.29topic|metadata.mods.subject.2geographic|metadata.mods.subject.30topic|metadata.mods.subject.31topic|metadata.mods.subject.32topic|metadata.mods.subject.33topic|metadata.mods.subject.3geographic|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7topic|metadata.mods.subject.8topic|metadata.mods.subject.9topic|metadata.mods.titleInfo.0title|metadata.mods.titleInfo.1title|metadata.mods.titleInfo.2title|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modstypeOfResource
2019-06-18T15:10:22Z|garner_12|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A12|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A12/datastream/TN/view|preview|creator|text|W. O. Garner|Three African American men are standing holding instruments - a tuba, guitar, and fiddle with a bow. They are each wearing a shirt, pants, coat, and a hat. They are standing outside with trees in the background.|Document ID: bcapp00119|Original ID: Garner 199|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|Hats|Bands - Tennessee - Maryville|Violins|Tubas|    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Occupations|    |Musicians - Tennessee - Maryville|    |Men - Tennessee - Maryville|Guitars|Clothing and dress|African Americans - Tennessee - Maryville|    |    |    |Three man band|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_106|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A106|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A106/datastream/TN/view|preview|creator|text|W. O. Garner|Shows two men, one holding the rein of a horse and the other the rein of a mule, standing on a trail at a creek crossing. The horse has on a saddle and blanket; the mule is loaded with supplies. There are shrubs and trees on the side and in the background.|Document ID: bcapp00125|Original ID: Garner 163|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 51.|Great Smoky Mountains National Park|Pack animals - Tennessee|Geographic features|Tress - Tennessee|Rivers - Tennessee|    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Mules - Tennessee|    |Fords (Stream crossings) - Tennessee|Shrubs - Tennessee|Clothing and dress|Horses - Tennessee|    |    |    |Two men with a horse and a pack mule at a creek crossing|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_118|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A118|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A118/datastream/TN/view|preview|creator|text|W. O. Garner|Shows group of men, women and children posed on the porch of a large brick building. Porch has wooden columns, railings, and steps. In the foreground are men sitting on benches, a wooden fence, and part of a carriage|Document ID: bcapp00101|Original ID: Garner 155|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (3 1/2 inch circle)|image/jpeg|    |    |Blount County, Tennessee|Bricks|Group portraits|Porches - Tennessee - Maryville|Clothing and dress|Architectural elements|Architectural elements - Tennessee - Maryville|Children - Tennessee - Maryville|Windows - Tennessee - Maryville|African Americans - Tennessee - Maryville|Stairways - Tennessee - Maryville|Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Buildings|    |Freedman's Normal Institute (Maryville, Tennessee)|    |Women - Tennessee - Maryville|Carriages and coaches -American - Tennessee - Maryville|Men - Tennessee - Maryville|Fences - Tennessee - Maryville|    |    |    |Freedman's Normal Institute, Maryville, Tennessee; group on front porch|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_39|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A39|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A39/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows mountains in background with river below. Foreground shows evergreen trees.|Document ID: bcapp00088|Original ID: Garner 117|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Physical features|Firs|Trees - Tennessee - Blount County|    |    |    |    |    |    |    |    |Geographic features|    |    |    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |Southern Appalachia|Cades Cove, Tennessee|    |Maryville, Tennessee|    |    |Mountains - Tennessee|Valleys - Tennessee|Little Tennessee River|Rivers - Tennessee - Blount County|    |    |    |Hang over mountain and Little Tennessee River|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_74|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A74|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A74/datastream/TN/view|preview|creator|text|W. O. Garner|Shows the interior of a log cabin with a stacked stone fireplace. There is an open doorway to the left of the fireplace with the ropes of a hammock visible outside. In the foreground there is a low bed; on the bed there is a bedpread with sunflowers on it. A part of the inside of the roof is visible. The floor is wooden planks. There are pails and cooking utensils around the room, including one hanging over logs in the fireplace.|Document ID: bcapp00164|Original ID: Garner 77|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1899|    |Photographic prints (8 x10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 59.|Blount County, Tennessee|Cabins - Tennessee - Blount County|Bedspreads|Doors and doorways - Tennessee - Blount County|Furnishings|Interiors|Pails|Buildings|Beds|Architectural elements|    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Fireplaces - Tennessee - Blount County|    |Interiors - Tennessee - Blount County|    |Log buildings - Tennessee - Blount County|Floors - Tennessee - Blount County|Cooking utensils|Frank E. Moore|    |    |    |Interior, Reverend Frank E. Moore's cabin on Bald Mountain; Moore was pastor of New Providence Church|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_15|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A15|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A15/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a young woman standing on the left side with a camera held in both hands aimed at a man sitting on a large rock on the right side. The woman is wearing a blouse, a three-quarter-length skirt, a cap, and shoes with straps; her hair is in pigtails. The man is wearing a sweater, corduroy pants with suspenders, laced boots, and a hat; he has a moustache. The ground is covered with different sized rocks. There is a hillside in the background covered with grass and twigs; the lower part of tree trucks are visible.|Document ID: bcapp00207|Original ID: Garner 45|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1897 - 1899|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 57.|Blount County, Tennessee|Braids (Hairdressing)|Cameras|Shoes - Tennessee|Mustaches|Clothing and dress|Recreation|    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Pete Hood|    |Rocks - Tennessee - Blount County|    |Lelia M. Peine|Women - Tennessee - Blount County|Men - Tennessee - Blount County|Hats|    |    |    |Miss Peine and Pete Hood at Moore's Spring on Bald Mountain; Miss Peine taught music at Maryville College from 1897 to 1899|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_9|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A9|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A9/datastream/TN/view|preview|creator|text|W. O. Garner|Shows group of 18 men, women, and children and four dogs sitting and standing on rock formations with the sky in the background on the right side.|Document ID: bcapp00127|Original ID: Garner 166B|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 31.|Louisville, Tennessee|Men -Tennessee - Blount County|Children -Tennessee - Blount County|Geographic features|Group portraits|Clothing and dress|Dogs -Tennessee - Blount County|    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Cliffs -Tennessee - Blount County|    |Women -Tennessee - Blount County|Rock formations -Tennessee - Blount County|Sightseers -Tennessee - Blount County|Sheep Pan Bluff, Tennessee|    |    |    |Group of men, women, and dogs at the entrance to Sheep Pan Bluff, Louisville, Tennessee|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_94|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A94|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A94/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows log building with wooden plank roof and limbs and ferns in the foreground. In the background is a hill with trees.|Document ID: bcapp00098|Original ID: Garner 144|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Buildings|    |    |    |    |    |    |    |    |    |    |Gregory Bald, Tennessee|    |    |    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |Southern Appalachia|Cades Cove, Tennessee|    |Maryville, Tennessee|    |    |Log buildings - Tennessee|Ferns - Tennessee|Springhouses - Tennessee|    |    |    |    |Spring house on Bald mountain|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_100|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A100|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A100/datastream/TN/view|preview|creator|text|W. O. Garner|Shows dining room of a house. The table in the foreground has glass vases with flowers on it. In the left background is a small table holding a tea service; there is a chair behind it. There is a wooden door in the center. On the wall are framed pictures, a open decorative fan, and a mounted deer head with a deer skin behind it. There is another ornamental fan leaning on the wall as well as an animal pelt on the floor. Hanging from the ceiling are Chinese lanterns and possibly a gas light fixture.|Document ID: bcapp00106|Original ID: Garner 211|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |    |Blount County, Tennessee|Interior decoration|Burger House (Maryville, Tennessee)|Dining rooms - Tennessee - Maryville|Recreation|Architectural elements|Interiors|Paintings|Vases|Tables|Deer|Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Doors and doorways - Tennessee - Maryville|    |Chinese lanterns|    |Tea parties - Tennessee - Maryville|Horns (Animals)|Hides and skins|Fans (Accessories) - American - Tennessee - Maryville|    |    |    |Dining room of Burger house on West Broadway, Maryville, Tennessee, ready for Tuesday Club reception|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_85|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A85|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A85/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a rock filled stream flowing through hills covered with trees.|Document ID: bcapp00180|Original ID: Garner 225|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 4 1/2 inches)|image/jpeg|    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Trees - Tennessee|    |Streams - Tennessee|    |Geographic features|Rocks - Tennessee|    |    |    |    |    |Flowing creek in the mountains|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_59|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A59|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A59/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a two story brick house with an extention to the rear. The windows have shutters, some of which are closed. The rear extension has two chimneys. There is a wood frame outbuilding. There are vines to the top of the side chimney and on the left corner of the house. There is a large tree in the right foreground as well as other trees in the background. There are shrubs and grass. There is a small boy barely visible sitting on stone steps at the front of the house.|Document ID: bcapp00170|Original ID: Garner 20|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 62.|Little Tennessee River|Niles Family|Wooden buildings - Tennessee - Blount County|Shrubs - Tennessee - Blount County|Shutters - Tennessee - Blount County|Architectural elements|Trees - Tennessee - Blount County|Vines - Tennessee - Blount County|Outbuildings - Tennessee|    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Karl Garner|    |Buildings|Windows - Tennessee - Blount County|Brick|Houses - Tennessee - Blount County|    |    |    |Niles Homestead on the Little Tennessee River; Karl Garner on the front porch|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_38|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A38|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A38/datastream/TN/view|preview|creator|text|Garner, William Orland|Document ID: bcapp00086|Original ID: Garner 116|    |    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Geographic features|    |    |    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Mountains - Tennessee|    |Valleys - Tennessee|Gregory Bald, Tennessee|    |    |    |    |    |Cades Cove with Bald (Gregory) Mountain in the distance|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_70|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A70|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A70/datastream/TN/view|preview|creator|text|Lindsay and Davis, artists|Shows a seated young woman wearing a dress with pleated ruffles on the sleeves and along the neckline; there is lace around the collar. A corsage with lace behind it is pinned to the front of the dress. She has a flower in her hair. Two long curls cascade over her left shoulder. Her arms are resting on a cloth and the back of a chair is visible behind her.|Document ID: bcapp00219|Original ID: Garner 181 (album 105)|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1874 - 1879|    |Photographic prints (4 x 5 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 4.|Blount County, Tennessee|Clothing and dress|    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Women - Tennessee - Blount County|    |Dresses - Tennessee - Blount County|    |Letitia Hastings Garner, 1858-1954|Lace|Portraits|Hairstyles - Tennessee - Blount County|    |    |    |Letitia Hastings Garner portrait|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_93|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A93|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A93/datastream/TN/view|preview|creator|text|W. O. Garner|Shows river with trees along the banks and hills in the background. There is a canoe in the left foreground between the trees.|Document ID: bcapp00097|Original ID: Garner 137|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 67.|Monroe County, Tennessee|Hills - Tennessee - Monroe County|Citico Creek (Monroe County, Tennessee)|Canoes- Tennessee - Blount County|Rivers - Tennessee - Monroe County|    |    |    |    |    |    |Little Tennessee River|    |    |    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |Southern Appalachia|Cades Cove, Tennessee|    |Maryville, Tennessee|    |    |Little Tennessee River|Coastlines - Tennessee|Geographic features|Trees - Tennessee - Monroe County|    |    |    |The mouth of Citico, and the old canoe|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_60|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A60|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A60/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a group of approximately 150 students and teachers sitting and standing in front of a two story brick building. The students range in age from approximately 5 to 18 years of age. The building has a two story porch with columns and railings, windows with shutters, and chimneys. There is a large tree to the right and several trees on the left side.There is grass in the foreground. Some of the children and teachers appear to be wearing corsages.|Document ID: bcapp00174|Original ID: Garner 171|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1895 - 1896|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 11, closeups p. 10, 12,13.|Blount County, Tennessee|Brick|Boys - Tennessee - Maryville|Architectural elements|Girls - Tennessee - Maryville|Teachers - Tennessee - Maryville|Trees - Tennessee - Maryville|Chimneys - Tennessee - Maryville|School children - Tennessee - Maryville|Women - Tennessee - Maryville|Windows - Tennessee - Maryville|Southern Appalachia|Grasses|Students - Tennessee - Maryville|Schools - Tennessee - Maryville|Porches - Tennessee - Maryville|Group portraits - Tennessee - Maryville|Buildings|    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Friend's Normal and Preparatory School (Maryville, Tennessee)|    |Clothing and dress - Tennessee - Maryville|    |Shutters - Tennessee - Maryville|Pride House (Maryville, Tennessee)|Men - Tennessee - Maryville|Educational facilities - Tennessee - Maryville|    |    |    |Friend's School, formerly the Pride Mansion, built about 1830; the school operated from 1878 to 1901; building was dismantled about 1910|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_115|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A115|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A115/datastream/TN/view|preview|creator|text|W. O. Garner|Shows wooden railroad freight house, with awnings over two windows, and fences. In the foreground is a lily pond; there are houses in the background.|Document ID: bcapp00092|Original ID: Garner 123 (album 74)|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |    |Blount County, Tennessee|Wooden buildings - Tennessee - Maryville|Awnings|    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Architectural elements|    |Fences - Tennessee - Maryville|    |Buildings|Railroad facilities - Tennessee - Maryville|Lily ponds - Tennessee - Maryville|Water lilies - Tennessee - Maryville|    |    |    |Maryville railroad freight house|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_119|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A119|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A119/datastream/TN/view|preview|creator|text|W. O. Garner|Shows layers of mountain peaks and ranges. In the foreground are grasses, plants and trees. Above the mountains are clouds.|Document ID: bcapp00176|Original ID: Garner 128|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 55.|Gregory Bald, Tennessee|Mountains - Tennessee|Plants - Tennessee|Views|    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Natural phenomena|    |Geographic features|Clouds|Trees - Tennessee|Gregory Bald, Tennessee|    |    |    |Top of Gregory Bald|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
